id,user_id,sex,date,moral1,moral2,moral3,moral4,moral5,moral6,moral7,sexual1,sexual2,sexual3,sexual4,sexual5,sexual6,sexual7,pathogen1,pathogen2,pathogen3,pathogen4,pathogen5,pathogen6,pathogen7
7214,333569,female,2011-02-16 03:50:41,3,4,2,4,3,,3,0,0,0,1,3,6,0,4,5,5,3,3,4,6
7215,333700,female,2011-02-16 06:14:44,1,2,3,2,2,3,4,2,0,0,4,0,5,1,2,3,1,1,3,2,1
7216,333705,female,2011-02-16 06:27:25,4,6,5,5,6,5,5,4,1,0,2,5,6,2,5,4,5,1,5,0,5
7230,333779,male,2011-02-17 20:04:20,0,4,0,6,4,0,4,0,0,0,0,0,0,1,2,1,2,2,4,0,0
7218,333887,female,2011-02-16 18:46:38,2,5,0,3,4,3,6,3,1,2,2,1,6,5,6,3,5,6,6,6,5
7219,333902,female,2011-02-16 19:19:40,4,6,6,6,6,6,4,1,0,0,3,2,5,0,6,4,4,6,3,2,2
7220,333907,female,2011-02-16 19:55:24,6,6,6,6,4,6,6,1,2,0,5,4,6,2,5,4,6,5,6,5,6
7222,333956,male,2011-02-16 23:08:16,6,6,6,4,6,4,4,0,0,0,1,0,1,3,1,0,1,5,4,2,3
7223,333982,female,2011-02-17 01:22:27,5,5,,5,6,6,5,1,0,0,4,2,5,4,6,4,4,2,3,4,4
7224,334042,male,2011-02-17 03:44:22,4,5,3,1,4,1,1,0,3,0,1,0,1,0,2,4,5,3,3,4,5
7225,334062,female,2011-02-17 05:35:52,0,5,0,1,0,0,0,1,1,1,5,5,6,0,5,2,1,5,4,4,3
7227,334079,female,2011-02-17 07:42:47,4,5,4,5,4,4,4,4,1,3,6,3,5,3,5,5,5,6,5,6,5
7226,334080,female,2011-02-17 07:04:03,3,6,5,4,4,6,2,6,1,0,0,5,6,2,5,3,1,4,4,5,5
7228,334160,female,2011-02-17 16:01:07,4,5,5,6,6,5,5,3,3,2,6,3,5,0,4,5,5,2,5,6,3
7231,334227,female,2011-02-17 21:40:34,5,6,5,5,5,6,6,6,0,3,6,6,6,1,4,5,3,5,6,5,6
7232,334242,female,2011-02-17 22:01:28,4,6,4,6,6,5,4,2,4,2,3,2,5,5,4,1,2,2,5,3,1
7233,334397,female,2011-02-18 03:51:41,4,4,4,,3,4,4,5,5,3,5,4,5,5,6,4,3,,4,6,5
7240,334455,male,2011-02-18 22:10:56,3,5,3,4,4,5,4,4,3,0,1,1,1,4,3,3,3,3,3,4,5
7234,334497,female,2011-02-18 16:11:09,6,6,0,4,6,5,5,5,3,0,5,2,3,6,6,1,4,6,5,6,6
7238,334550,female,2011-02-18 19:37:39,1,2,2,6,3,4,1,5,2,6,6,3,6,6,6,5,1,1,3,5,6
7236,334565,female,2011-02-18 19:16:59,0,0,0,0,0,0,0,1,1,3,2,3,4,2,6,4,5,3,6,6,3
7237,334570,female,2011-02-18 19:30:30,1,3,2,1,2,2,2,2,2,1,2,1,2,3,4,2,2,3,3,5,1
7239,334625,male,2011-02-18 21:36:38,4,5,4,5,4,4,5,2,0,0,3,2,1,0,4,4,2,4,5,5,2
7241,334697,female,2011-02-19 01:13:09,1,6,0,6,0,0,4,0,0,4,0,4,1,1,3,3,0,5,1,2,0
7242,334699,male,2011-02-19 01:15:38,4,5,6,5,5,4,5,5,5,6,1,6,5,1,5,2,4,4,5,4,5
7243,334703,male,2011-02-19 01:57:31,3,6,0,6,2,1,0,0,0,0,3,1,0,0,5,6,3,6,5,2,3
7244,334727,female,2011-02-19 02:22:17,3,5,5,6,5,6,3,0,0,0,1,0,0,0,6,6,6,6,6,6,5
7261,334732,male,2011-02-20 04:27:04,0,3,0,1,2,3,2,0,1,0,0,0,0,0,6,5,4,5,5,2,5
7245,334738,female,2011-02-19 04:32:23,1,4,2,6,5,4,2,4,4,5,1,2,4,0,6,0,2,2,3,6,2
7246,334755,female,2011-02-19 04:56:08,1,4,1,6,5,4,5,0,0,2,2,3,6,0,6,5,4,2,3,5,4
7298,334764,female,2011-02-27 02:59:55,2,5,4,4,3,5,4,1,0,0,1,2,5,5,3,1,3,1,3,2,5
7247,334782,female,2011-02-19 07:27:09,6,6,5,5,6,5,6,2,3,1,4,6,4,3,5,6,2,0,4,6,1
7248,334783,male,2011-02-19 07:32:51,0,5,4,4,6,5,,2,5,1,3,5,5,1,4,2,2,2,4,6,0
7249,334827,male,2011-02-19 10:21:31,0,2,0,5,1,5,0,0,1,0,1,0,0,1,5,2,5,4,4,0,0
7250,334841,male,2011-02-19 10:49:03,1,5,4,6,5,4,5,1,0,0,3,0,0,0,6,4,4,4,5,5,4
7251,334957,female,2011-02-19 13:36:39,4,6,1,3,4,1,5,6,6,1,2,6,6,6,4,5,1,4,4,5,5
7252,335062,female,2011-02-19 16:27:01,4,5,1,5,5,5,4,4,1,0,6,5,6,4,6,6,5,6,6,6,6
7253,335107,female,2011-02-19 18:15:00,3,3,4,5,3,6,5,2,1,5,3,3,6,1,4,5,4,4,5,6,2
26191,335122,male,2014-01-04 21:05:58,4,6,5,5,3,6,5,0,0,0,0,0,1,6,4,2,1,1,2,0,2
7254,335168,male,2011-02-19 20:23:17,5,6,1,5,6,5,1,1,0,1,3,0,1,0,4,5,5,6,5,6,5
7256,335203,female,2011-02-19 21:29:09,6,5,4,5,3,6,6,0,0,0,4,3,6,6,5,2,3,1,5,2,4
7257,335208,male,2011-02-19 21:46:04,1,6,3,6,4,2,5,3,1,6,2,6,6,6,2,2,2,0,3,1,1
7258,335221,female,2011-02-19 22:12:00,4,6,4,6,5,4,4,3,1,3,6,3,6,3,4,1,2,4,4,2,1
7259,335325,male,2011-02-20 02:34:28,4,6,2,5,5,6,5,1,0,1,2,1,0,2,6,4,1,1,6,1,2
7260,335332,female,2011-02-20 02:53:53,5,5,4,5,5,5,4,3,3,2,3,4,5,4,6,5,4,5,5,5,6
36045,335333,male,2015-10-07 06:41:17,0,5,1,4,2,6,1,1,1,0,0,2,2,1,2,4,4,6,5,0,4
7262,335495,female,2011-02-20 10:06:42,3,5,5,5,4,6,5,1,0,3,5,4,5,5,5,1,3,2,5,4,1
10019,335796,female,2011-09-28 21:48:04,3,5,5,6,5,2,5,2,0,0,3,0,5,0,5,3,4,4,6,5,5
7263,335909,female,2011-02-21 01:14:01,2,3,1,1,4,1,1,0,0,2,2,5,5,5,3,1,1,2,4,3,1
7269,335932,female,2011-02-22 03:06:06,4,5,3,3,5,4,4,3,6,4,1,5,5,6,5,1,2,4,6,3,6
7264,335942,female,2011-02-21 03:41:10,4,5,4,4,4,6,5,4,4,1,0,6,4,6,4,6,4,1,5,6,1
11387,336150,male,2011-11-02 06:17:52,1,1,1,0,1,3,1,3,1,1,2,2,3,0,5,3,3,5,5,1,1
7266,336157,male,2011-02-21 21:13:11,0,2,0,1,2,0,1,0,0,0,0,0,0,0,3,5,2,1,2,4,2
7265,336167,male,2011-02-21 21:01:44,1,4,5,5,,4,4,0,0,5,4,1,1,2,5,4,3,4,3,6,5
7267,336188,female,2011-02-21 22:25:15,5,6,6,6,6,5,3,2,0,3,5,5,5,3,6,2,3,4,4,6,6
7270,336244,male,2011-02-22 03:23:11,2,,2,5,3,1,3,3,5,3,4,5,4,6,2,2,1,4,,2,
7271,336251,male,2011-02-22 04:39:06,5,4,4,6,4,1,4,,0,0,4,1,3,4,6,2,2,2,5,0,0
7272,336283,male,2011-02-22 07:59:43,6,6,3,3,0,5,1,3,1,1,1,2,0,6,6,1,3,3,4,4,5
7273,336372,male,2011-02-22 21:09:46,5,6,4,5,5,5,5,0,0,0,0,4,2,0,6,6,6,5,6,5,6
7274,336410,female,2011-02-22 21:22:37,3,5,5,5,5,4,2,1,1,0,1,1,5,1,1,1,1,2,5,5,1
7275,336498,female,2011-02-23 02:08:04,3,5,4,5,5,1,3,1,0,1,0,2,5,3,5,6,4,3,5,6,6
7276,336504,female,2011-02-23 03:20:21,4,5,5,3,5,6,2,2,4,2,5,5,5,3,5,4,5,5,5,3,4
7279,336668,female,2011-02-23 23:57:35,2,3,4,3,3,6,3,3,2,0,4,3,4,2,4,5,2,1,5,5,2
7280,336698,male,2011-02-24 03:21:54,4,6,5,6,2,6,4,3,0,0,0,0,1,0,5,3,4,4,4,2,6
7281,336726,male,2011-02-24 07:41:12,0,6,0,6,6,6,2,0,0,0,0,0,2,0,1,2,2,0,2,1,4
7282,336734,female,2011-02-24 08:43:47,3,6,6,5,5,6,6,5,5,6,6,6,6,6,6,5,4,4,5,5,6
7284,336798,female,2011-02-24 19:31:32,5,6,4,5,4,4,2,1,1,1,3,4,6,5,4,2,2,4,4,4,5
7285,336826,male,2011-02-24 23:32:42,5,6,4,6,5,5,4,3,0,0,0,1,0,1,6,5,3,6,6,4,4
7286,336841,female,2011-02-25 00:43:09,1,5,3,4,3,6,4,0,0,0,5,4,6,1,5,2,6,4,4,5,2
7287,336923,female,2011-02-25 05:50:27,5,6,6,5,5,5,5,6,2,6,6,6,6,6,5,4,4,6,6,2,5
7311,337004,female,2011-03-01 04:50:11,3,6,4,5,6,5,4,4,2,2,6,3,6,3,6,4,4,2,5,6,6
7288,338682,female,2011-02-25 19:29:50,4,4,2,4,4,,4,1,0,1,5,1,3,1,5,5,3,4,4,5,1
7289,338770,female,2011-02-25 21:46:17,6,5,2,3,3,6,1,3,2,2,3,5,3,5,6,3,1,6,6,6,1
7290,338771,female,2011-02-25 21:50:54,2,5,2,6,6,2,3,5,0,3,2,4,5,5,3,2,4,6,4,5,5
7295,338790,female,2011-02-26 20:03:40,0,2,0,2,1,0,0,0,0,0,5,3,4,0,5,6,5,4,4,1,6
7291,341210,female,2011-02-26 06:27:47,4,5,4,5,5,4,4,4,5,6,2,6,5,5,1,3,1,3,4,5,4
7292,341751,female,2011-02-26 08:40:43,5,6,6,6,6,5,6,0,0,0,0,0,5,0,3,0,1,6,0,2,1
7318,341876,female,2011-03-03 08:11:56,5,5,3,6,5,5,5,0,0,0,5,6,6,4,4,2,3,4,6,6,0
7293,342672,female,2011-02-26 12:56:46,6,6,3,6,6,4,6,6,5,5,6,6,6,6,6,1,4,4,4,5,2
7294,342892,female,2011-02-26 15:18:21,1,5,2,3,5,3,4,5,0,1,6,3,5,5,5,0,2,2,2,4,1
19983,343252,female,2012-12-28 01:33:10,6,6,4,6,5,4,4,0,1,0,0,1,1,1,3,3,4,2,5,4,6
7296,343308,female,2011-02-27 00:35:16,4,5,6,6,6,5,6,2,0,1,0,1,6,4,4,4,4,1,5,6,1
7297,343315,male,2011-02-27 00:37:59,4,3,3,5,5,5,3,2,1,1,0,2,2,2,5,4,3,0,4,0,1
7300,343889,female,2011-02-27 06:14:09,3,5,5,6,5,5,5,1,2,1,1,3,1,4,2,2,5,1,4,3,1
7299,344090,female,2011-02-27 06:12:48,5,6,2,6,4,6,4,6,3,3,5,4,6,4,4,2,1,6,5,6,0
7303,344167,male,2011-02-27 08:00:48,2,6,6,6,6,5,6,5,0,1,3,0,0,0,6,6,5,3,6,3,6
7302,344185,female,2011-02-27 07:24:05,3,6,2,2,3,2,2,0,0,0,2,1,6,1,4,5,1,2,5,6,6
7301,344272,female,2011-02-27 07:19:53,2,6,0,2,2,4,1,3,2,0,5,5,6,5,4,6,5,1,5,6,1
7304,345433,female,2011-02-27 20:21:23,3,4,2,3,3,0,3,4,0,3,4,1,5,4,5,3,2,6,5,3,3
7305,345488,female,2011-02-27 22:40:20,4,5,3,4,5,4,4,5,1,4,5,5,3,4,5,5,5,5,5,6,6
7306,345549,female,2011-02-28 00:45:33,1,1,0,1,1,1,1,1,0,1,2,3,3,3,4,3,2,3,2,2,3
7307,345707,female,2011-02-28 03:39:39,6,0,4,4,6,6,6,0,6,1,0,0,4,6,6,1,1,6,4,6,1
7308,345720,male,2011-02-28 03:44:12,2,5,5,5,3,6,6,4,0,0,0,3,5,4,5,3,5,6,5,5,1
7309,346990,female,2011-02-28 15:25:03,5,5,4,4,5,5,3,1,0,0,0,0,3,0,0,0,0,0,1,6,0
7310,347146,female,2011-02-28 18:21:28,4,5,3,4,5,6,5,3,0,0,1,0,6,0,5,6,2,5,4,5,4
7417,347235,male,2011-03-28 13:21:31,4,0,4,3,5,2,1,0,0,0,4,1,2,0,4,4,2,0,3,1,2
7312,347818,female,2011-03-01 12:41:20,3,5,3,6,6,3,5,2,1,2,5,6,5,3,3,4,4,2,3,4,1
7323,348163,male,2011-03-04 14:42:22,1,6,2,6,1,6,5,5,0,3,6,6,6,0,6,0,4,6,5,6,2
7313,348292,male,2011-03-01 21:20:22,2,4,4,4,5,4,3,2,0,0,2,0,1,6,5,5,3,6,5,4,5
7314,348368,female,2011-03-02 02:07:46,3,2,1,5,5,6,2,2,0,0,0,0,1,0,1,1,4,5,3,4,2
7316,348390,female,2011-03-02 08:44:14,3,3,3,3,3,3,3,0,0,0,5,1,6,0,5,3,4,4,4,5,4
7315,348589,female,2011-03-02 08:07:41,4,5,5,6,3,5,6,3,0,4,5,5,6,5,6,3,3,6,3,4,4
7317,348976,female,2011-03-03 02:57:29,5,5,2,5,4,6,5,2,0,1,1,3,5,4,6,5,5,4,5,1,6
7322,349311,female,2011-03-04 13:59:31,5,6,6,6,6,6,5,6,2,5,6,6,6,6,6,6,5,4,5,5,4
7330,349359,female,2011-03-05 03:54:00,2,4,2,5,4,6,4,0,0,1,6,3,6,3,6,6,6,6,6,6,6
7319,349406,female,2011-03-04 00:32:39,5,4,5,5,5,4,5,4,1,4,5,6,4,6,6,4,5,4,5,6,6
7320,349409,female,2011-03-04 00:56:43,1,3,1,3,2,1,2,1,3,2,3,1,5,5,5,5,6,2,5,1,5
7321,349543,female,2011-03-04 10:03:02,5,5,2,6,5,4,4,1,0,0,4,3,6,3,4,1,4,3,4,4,0
7329,349846,female,2011-03-05 03:46:09,5,6,6,6,6,6,6,2,0,3,6,3,5,0,5,2,4,4,4,4,2
7324,349939,female,2011-03-04 23:38:58,3,6,2,5,3,2,3,3,6,0,6,6,6,6,6,2,5,4,2,6,4
8242,349951,female,2011-09-09 22:27:01,4,5,6,5,4,3,5,0,0,0,0,6,4,0,1,0,2,0,2,1,1
7808,349953,female,2011-07-20 02:42:20,3,4,1,4,5,6,4,3,1,1,4,1,5,6,6,5,5,1,6,6,2
7326,349963,female,2011-03-05 00:35:04,6,6,4,6,6,6,4,3,0,0,4,6,6,0,3,3,2,1,4,4,0
10484,349970,female,2011-10-05 07:16:08,5,3,,3,2,2,3,5,3,1,6,3,6,3,3,5,6,0,6,0,6
7325,349998,female,2011-03-05 00:14:09,2,6,4,6,4,5,4,1,0,0,6,5,6,2,6,4,6,4,5,6,6
7327,350032,female,2011-03-05 00:56:58,1,1,1,4,3,6,1,6,4,1,3,1,4,1,5,2,4,5,6,6,1
7328,350070,female,2011-03-05 01:32:22,4,5,4,6,6,4,5,6,6,6,6,6,4,6,1,3,5,6,5,0,3
7331,350165,female,2011-03-05 03:57:15,2,3,2,5,2,2,2,,4,4,4,2,4,4,5,3,3,5,3,5,4
7332,350480,female,2011-03-05 09:51:49,6,5,5,6,6,3,6,1,6,3,5,5,6,3,6,5,6,5,6,5,3
7333,350576,female,2011-03-05 12:54:30,0,0,0,3,0,6,3,1,6,4,6,6,6,0,6,0,6,5,6,6,1
25619,350743,female,2013-11-29 10:28:40,3,2,4,3,3,4,2,1,0,0,3,0,3,1,5,6,3,5,4,5,6
7355,350880,female,2011-03-09 14:31:41,4,5,3,5,4,5,4,0,0,0,5,1,5,0,5,1,3,2,4,5,4
7334,350896,female,2011-03-05 21:24:06,6,6,6,5,3,2,0,6,0,1,6,1,6,4,6,5,6,4,6,6,2
7335,350951,female,2011-03-06 00:35:00,3,4,1,2,2,2,0,2,0,1,3,6,0,6,4,5,3,0,5,4,2
7337,350998,female,2011-03-06 02:16:13,5,6,4,3,6,5,5,4,4,6,5,4,6,6,6,3,3,5,2,5,2
7336,351001,female,2011-03-06 02:00:30,6,5,6,5,6,6,6,5,6,3,4,6,5,5,4,3,2,5,5,2,3
7338,351139,female,2011-03-06 05:14:16,6,6,6,6,6,6,5,2,0,0,0,6,5,2,5,1,1,4,5,4,1
7339,351288,female,2011-03-06 06:55:51,4,5,4,5,5,5,5,4,3,3,6,6,6,6,5,2,4,6,4,6,4
7340,351307,female,2011-03-06 07:42:05,4,5,0,5,2,0,3,1,1,0,3,1,5,5,3,5,2,1,5,6,4
7341,351315,female,2011-03-06 07:45:38,4,6,4,5,6,4,5,3,1,3,5,6,5,2,6,3,4,5,5,5,6
7342,351327,female,2011-03-06 08:07:59,1,4,2,4,4,6,3,5,2,1,2,3,5,1,3,1,5,4,4,4,5
7343,351556,female,2011-03-06 14:50:55,0,6,2,5,3,6,0,0,0,0,2,0,6,0,5,4,2,0,0,5,0
7344,351651,female,2011-03-06 20:09:56,6,6,4,5,6,6,5,5,1,2,6,4,4,6,6,5,5,5,5,6,6
7345,351726,male,2011-03-07 00:06:47,0,0,0,2,0,0,0,2,0,0,1,0,0,5,6,5,5,5,6,4,4
21213,351780,male,2013-03-05 09:32:15,4,6,4,5,5,4,5,4,4,0,3,1,4,0,4,4,4,3,4,5,5
7347,351959,female,2011-03-07 16:26:29,5,6,5,5,5,5,6,0,0,0,0,1,0,0,,,4,5,5,6,6
7349,351987,female,2011-03-07 21:50:51,5,3,2,4,4,4,5,4,0,5,3,2,6,2,5,2,4,6,5,0,5
7350,352056,female,2011-03-08 02:33:37,3,6,4,4,3,6,2,5,1,0,4,6,6,4,6,1,5,6,5,6,6
7351,352213,male,2011-03-08 18:00:33,4,6,5,5,4,5,4,5,0,1,0,4,0,4,6,4,3,4,2,5,5
7352,352280,female,2011-03-09 00:31:58,5,6,6,6,6,6,6,4,3,1,6,6,6,1,5,1,5,5,5,4,3
7353,352314,male,2011-03-09 03:12:34,6,5,4,5,4,5,4,3,0,0,0,0,1,1,5,4,4,5,4,1,4
7354,352341,female,2011-03-09 06:18:02,1,2,1,1,1,0,1,0,0,0,0,2,1,0,2,2,1,3,2,1,0
10717,352376,female,2011-10-10 22:05:00,3,5,4,2,5,4,5,6,6,6,6,6,6,6,2,3,0,2,5,0,2
7356,352467,female,2011-03-09 18:38:57,3,3,3,3,3,3,3,5,5,5,5,5,5,6,6,4,4,4,4,5,4
7357,352509,female,2011-03-09 21:38:31,0,0,0,0,0,0,0,1,2,2,4,3,5,6,4,0,2,4,4,3,1
7358,352572,female,2011-03-10 03:30:23,4,5,6,6,4,4,4,2,0,1,6,6,6,0,6,3,2,6,5,3,5
7359,352664,female,2011-03-10 13:32:04,1,3,6,5,3,1,1,1,0,0,6,1,5,0,6,5,6,6,6,6,6
15887,352697,male,2012-05-18 22:06:55,3,4,1,6,5,5,1,0,0,0,2,4,3,0,2,1,2,1,5,1,4
7360,352747,female,2011-03-10 21:50:12,3,4,4,4,5,4,4,3,2,1,2,3,5,3,3,3,2,3,3,4,4
7378,352758,female,2011-03-15 19:30:05,1,5,2,3,4,4,3,1,5,3,1,1,3,3,3,4,1,2,5,0,4
7361,352849,female,2011-03-11 05:56:06,5,5,4,5,6,4,6,5,5,5,4,6,5,5,1,3,1,4,4,3,2
7362,352867,female,2011-03-11 08:34:24,5,5,2,3,5,4,3,3,5,2,3,6,5,6,6,5,5,6,4,6,6
7363,352874,male,2011-03-11 09:59:27,0,4,0,5,6,1,0,0,0,0,0,1,0,1,1,0,0,2,4,4,4
7364,352991,female,2011-03-11 18:14:32,0,5,1,5,3,5,4,5,0,1,5,1,4,0,4,3,5,2,4,6,1
7365,353066,male,2011-03-12 01:36:29,6,6,6,6,6,5,6,2,0,0,0,5,0,0,6,1,4,4,3,5,
7366,353089,female,2011-03-12 03:50:24,5,4,1,4,3,0,2,3,5,4,3,4,5,5,3,6,3,4,5,4,3
7368,353111,female,2011-03-13 00:47:44,5,5,5,5,5,5,5,4,2,4,4,2,5,5,6,2,5,5,5,6,6
15879,353246,female,2012-05-18 13:31:48,4,4,3,4,2,3,3,6,5,4,5,5,5,6,2,1,3,1,3,4,2
7367,353299,male,2011-03-12 17:31:34,5,5,4,6,5,5,4,2,0,0,2,4,5,0,4,4,3,4,3,1,4
7369,353398,male,2011-03-13 14:33:56,6,6,4,6,3,3,4,0,0,0,0,0,1,0,5,6,5,4,6,4,6
7373,353476,female,2011-03-14 12:35:33,0,4,6,4,5,6,0,6,4,5,6,5,6,6,4,3,0,3,4,5,4
7370,353559,female,2011-03-13 22:07:41,3,5,5,5,3,2,1,2,6,3,0,1,3,6,5,5,6,2,5,6,0
7371,353592,female,2011-03-14 03:44:00,1,6,3,6,6,6,6,3,0,1,6,6,3,6,6,6,2,3,3,0,6
7372,353643,female,2011-03-14 11:23:45,5,5,5,5,5,4,,3,1,2,4,2,4,2,5,4,3,5,5,5,4
21078,353648,male,2013-02-24 17:58:09,1,5,5,3,5,5,1,0,2,0,3,0,1,1,3,4,3,2,6,2,1
7374,353670,female,2011-03-14 15:19:28,4,5,2,6,5,6,4,6,6,6,6,6,6,6,4,2,2,5,5,3,2
13458,353694,male,2012-01-07 19:20:08,3,5,4,6,6,6,5,2,0,4,1,6,0,5,6,4,6,6,6,0,4
7375,353720,female,2011-03-14 21:22:32,3,4,2,4,3,4,2,3,2,1,2,0,5,1,5,2,3,1,3,5,2
7376,353748,female,2011-03-15 02:36:34,3,5,4,5,4,3,4,2,2,4,3,5,6,4,5,5,3,1,5,5,5
7379,353869,male,2011-03-15 19:45:04,6,6,6,6,5,6,5,0,0,1,1,0,3,0,3,2,1,6,2,1,5
11477,353871,female,2011-11-04 17:31:51,3,6,3,4,1,6,4,0,0,0,1,4,5,1,5,5,5,5,6,1,2
7807,353937,female,2011-07-20 00:09:30,4,4,1,3,5,2,4,6,3,4,6,5,6,3,6,5,5,6,6,5,6
7383,353943,female,2011-03-17 04:30:20,1,4,1,3,1,4,2,5,6,6,1,5,6,6,4,1,2,4,4,2,6
7381,354021,female,2011-03-16 18:00:45,3,6,1,6,6,4,2,0,1,5,5,4,5,5,4,1,2,4,3,2,1
7380,354029,female,2011-03-16 17:04:42,6,6,6,6,6,6,5,0,0,0,1,0,1,0,4,2,2,5,1,4,4
7382,354088,male,2011-03-17 01:45:17,0,5,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0
7385,354214,male,2011-03-17 18:06:27,1,2,1,2,2,0,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1
7384,354216,female,2011-03-17 17:57:53,0,1,3,1,4,1,1,2,1,0,3,4,2,0,5,3,5,2,4,6,5
7386,354239,female,2011-03-17 22:07:27,0,5,0,6,4,3,5,2,1,0,4,0,6,0,4,1,5,2,6,6,0
7387,354298,male,2011-03-18 06:25:44,1,3,2,6,5,3,4,0,0,1,3,2,3,0,4,3,2,4,4,4,1
7388,354326,female,2011-03-18 11:02:22,2,2,2,5,4,0,5,4,4,6,5,5,6,6,6,6,6,6,6,3,6
7389,354371,female,2011-03-18 18:20:38,1,3,3,4,5,2,4,0,0,0,1,1,5,0,4,5,6,1,5,4,1
7390,354421,male,2011-03-19 00:28:25,4,5,5,4,5,6,6,3,0,0,2,3,5,6,4,5,3,3,5,2,5
7391,354644,female,2011-03-20 01:04:30,6,,5,4,6,6,6,2,5,,6,6,6,0,5,5,6,6,6,2,5
30386,354684,male,2014-07-13 10:09:11,0,4,3,6,5,6,3,0,0,0,5,1,0,0,3,3,0,2,3,4,4
7393,354726,female,2011-03-20 10:41:11,2,3,3,4,3,4,3,4,3,1,5,5,5,4,6,3,4,4,5,3,5
17209,354816,male,2012-08-24 03:24:21,,,,,,,,,,,,,,,,,,,,,
7395,354823,female,2011-03-20 23:15:31,4,6,0,6,2,0,3,1,5,0,4,5,6,0,6,5,6,6,6,6,2
7396,354901,female,2011-03-21 04:29:06,0,6,0,6,0,0,0,6,1,2,1,,0,1,6,1,5,3,6,6,3
7397,354976,male,2011-03-21 17:14:14,4,5,2,2,4,2,0,0,0,0,0,0,0,6,3,1,1,3,5,0,1
7400,355052,female,2011-03-22 19:28:19,4,4,4,6,3,4,4,5,1,1,6,5,6,5,4,6,3,5,6,6,0
7398,355085,male,2011-03-22 02:18:33,6,5,3,5,4,4,3,4,0,0,2,0,1,6,,5,4,5,5,3,1
7399,355198,female,2011-03-22 18:40:14,4,6,0,6,3,6,4,5,2,0,6,6,6,5,5,5,3,6,6,6,2
7401,355213,female,2011-03-22 19:41:44,5,5,6,6,6,6,6,6,6,6,2,6,6,6,4,4,6,3,4,5,0
7402,355300,female,2011-03-23 03:29:23,4,4,5,,4,5,4,2,0,3,5,4,6,5,5,3,4,6,5,6,6
7403,355411,female,2011-03-23 20:04:50,5,5,4,,,6,,4,2,5,2,5,6,6,5,2,4,4,5,6,5
7404,355567,female,2011-03-24 17:56:15,1,3,1,5,3,1,3,1,1,5,5,0,5,3,5,2,4,1,4,6,4
7405,355671,male,2011-03-25 04:43:01,0,0,0,0,0,0,0,0,1,1,4,1,0,0,5,4,4,3,5,4,5
7406,355737,female,2011-03-25 17:13:16,1,5,3,5,1,4,3,1,0,0,0,0,3,1,1,1,2,1,1,1,1
7414,355798,female,2011-03-27 14:16:59,5,5,1,3,3,6,2,0,0,0,1,2,5,2,4,4,5,4,6,6,5
7407,355819,female,2011-03-26 00:11:47,1,6,0,6,0,2,1,4,1,0,4,0,4,0,5,0,4,6,5,3,5
7408,355895,female,2011-03-26 05:56:53,3,4,3,3,3,3,3,2,0,2,3,4,5,1,2,2,2,1,3,4,1
7409,356110,female,2011-03-27 03:52:51,0,0,0,6,0,1,0,0,6,0,0,6,6,6,6,6,6,6,6,6,0
7410,356114,male,2011-03-27 04:14:40,1,3,4,5,4,1,5,0,0,0,0,0,3,0,5,2,1,4,1,1,5
7411,356121,male,2011-03-27 06:11:45,4,5,5,5,3,4,5,1,1,0,2,1,1,0,4,5,1,4,5,2,3
7412,356128,female,2011-03-27 06:49:32,4,3,0,4,3,4,3,1,0,0,1,1,2,1,1,1,0,0,3,1,1
7413,356165,female,2011-03-27 10:40:59,5,6,6,5,4,6,6,6,6,6,6,6,6,6,6,3,2,3,6,1,6
7415,356225,female,2011-03-27 18:36:01,6,6,4,6,5,5,5,1,0,0,2,3,6,0,5,1,4,6,5,5,0
7416,356288,female,2011-03-27 23:19:06,1,2,3,6,1,6,3,5,0,1,4,2,5,1,4,1,4,3,5,1,1
11438,356299,female,2011-11-03 15:00:05,5,6,4,6,4,5,6,5,1,2,5,6,5,5,6,4,2,,3,6,5
7418,356413,female,2011-03-28 16:40:20,5,6,4,5,2,5,5,4,6,6,1,5,5,5,5,1,1,3,4,5,4
7420,356435,female,2011-03-29 20:36:06,1,5,3,5,1,4,4,4,2,2,5,3,5,4,5,5,4,5,5,4,4
7419,356483,male,2011-03-28 23:58:50,1,6,3,6,3,5,4,0,1,0,0,0,3,3,6,0,2,4,4,2,0
7421,356735,male,2011-03-29 22:25:37,2,5,4,5,5,2,4,1,0,1,2,2,2,0,1,1,1,1,1,0,1
7422,356736,male,2011-03-29 22:46:57,0,4,1,3,4,6,5,4,0,0,3,6,2,2,6,3,3,4,4,5,6
7424,356847,male,2011-03-30 00:41:16,5,6,5,6,6,6,4,3,0,0,6,0,3,0,1,0,1,1,1,4,2
39456,356866,female,2017-08-21 16:56:09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7423,356886,male,2011-03-30 00:12:26,6,6,4,5,6,5,1,3,2,2,3,2,1,3,4,4,4,6,4,0,4
22588,356894,female,2013-06-21 18:22:05,3,3,4,5,3,3,4,1,1,1,3,0,6,0,2,2,3,3,5,2,1
7425,356915,male,2011-03-30 01:06:30,3,3,4,6,5,6,4,6,0,5,4,3,0,3,4,5,5,4,4,1,6
7426,356944,female,2011-03-30 02:22:40,5,6,4,5,4,6,1,1,0,0,5,0,6,0,5,6,6,1,5,0,6
